Neo Reference ID,Absolute Magnitude,Est Dia in KM(max),Relative Velocity km per sec,Relative Velocity km per hr,Miss Dist.(kilometers),Orbit Uncertainity,Eccentricity,Orbital Period,Hazardous
3414393,20.1,0.567596853,18.51752548,66663.09174,48037404,0,0.247696643,589.8473138,FALSE
3440397,20.1,0.567596853,31.12855633,112062.8028,71772336,1,0.607312702,833.9171826,TRUE
2470594,20.2,0.542050786,18.51751945,66663.07001,48037648,0,0.247647176,589.8797848,FALSE
3414402,19.7,0.682401509,26.34786713,94852.32165,55637000,1,0.436416168,953.2466222,FALSE
2212359,16.7,2.716689341,20.29179925,73050.47728,60871124,0,0.707411423,1045.873933,FALSE
2348314,17.9,1.563291544,15.34221967,55231.99079,66316588,0,0.2780788,473.8962657,TRUE
3560054,23.7,0.108153351,9.830749452,35390.69803,48873616,6,0.222717159,325.138229,FALSE
3666783,20.3,0.517654482,15.41407222,55490.65998,72039488,2,0.271073411,238.2636732,TRUE
2307070,20.7,0.430566244,14.69930803,52917.50892,44574208,0,0.249441069,547.6746556,FALSE
2314082,17.5,1.879489824,21.25585067,76521.0624,45663968,0,0.574960298,1222.472485,TRUE
3008362,20.3,0.517654482,19.8486346,71455.08456,72342576,0,0.256806994,584.1327857,FALSE
3182823,24.1,0.089958039,9.509879717,34235.56698,5849801.5,6,0.407319308,276.2594286,FALSE
3390647,22,0.23661375,16.06106628,57819.83861,73313632,1,0.514665143,315.0609542,TRUE
3746629,27.8,0.016369672,20.48445425,73744.03532,66852456,6,0.296916945,534.0492686,FALSE
3662252,25.8,0.041118757,19.53492824,70325.74167,54720140,6,0.314229057,527.1805463,FALSE
2365449,20.5,0.472106499,13.20166038,47525.97735,66886804,1,0.540517802,348.0691375,FALSE
3410474,21,0.375007522,24.36755481,87723.19732,64415952,2,0.592063725,377.4031966,FALSE
3426239,20.5,0.472106499,14.24794319,51292.59547,29983460,2,0.247892802,296.0111168,FALSE
3623682,26.5,0.029787906,15.4970038,55789.21366,43464572,7,0.194466804,361.3420617,FALSE
3724948,19.2,0.859092601,19.88515963,71586.57467,33564184,2,0.636478826,917.4874872,FALSE
2099799,18.3,1.30028927,3.631631329,13073.87278,36989136,0,0.275645196,645.4180589,FALSE
2267759,18.8,1.032856481,10.6702067,38412.74411,70651280,0,0.184342662,588.0639207,FALSE
3645649,24.7,0.068240151,19.64827271,70733.78176,70551696,3,0.203051046,388.8479514,FALSE
3761271,24.4,0.078350176,15.82831923,56981.94924,49979660,6,0.362341282,263.5703437,FALSE
3150188,21.2,0.342010925,12.8466218,46247.8385,62941832,1,0.172750556,492.6678434,FALSE
3508168,19.3,0.820427065,20.98692105,75552.91578,71921168,1,0.245349287,510.4311345,TRUE
3682429,18.2,1.361570015,13.64081603,49106.93772,26301152,4,0.58662393,1764.550426,FALSE
3691712,25,0.059434687,1.444412563,5199.885228,16750804,4,0.108415164,460.9646443,FALSE
2477519,19.3,0.820427065,20.98684799,75552.65275,71920712,0,0.245382733,510.3805389,TRUE
3766334,23,0.149293183,12.19944446,43918.00007,51441896,6,0.311335293,639.493833,FALSE
3625128,19.9,0.622357573,21.82359578,78564.94481,65705832,2,0.690417545,889.4630304,FALSE
2347634,19.5,0.748238376,15.51968958,55870.88248,63934848,0,0.554230336,434.2414279,FALSE
3666733,24.8,0.065168838,5.772196918,20779.90891,60424960,5,0.188922652,536.8415168,FALSE
3771633,26.692,0.027267165,5.985693748,21548.49749,30038752,3,0.264053886,369.1749337,FALSE
3160737,21.2,0.342010925,33.01373457,118849.4444,64146424,0,0.742919771,1474.303194,TRUE
3684352,20.8,0.411187571,12.23303167,44038.914,37765468,5,0.398025538,865.815906,FALSE
3781651,25.187,0.054530563,20.06035265,72217.26953,48875488,6,0.326035794,287.7854981,FALSE
2162694,19.6,0.714562102,24.43643362,87971.16104,65340896,0,0.422455594,296.5429555,FALSE
3429684,25.4,0.049435619,8.178060535,29441.01793,18553526,6,0.396835645,339.7526411,FALSE
3581238,20.4,0.494356193,13.99908588,50396.70916,40918004,1,0.514787632,308.6746169,FALSE
3601472,19.1,0.899580388,15.47761552,55719.41588,31246566,1,0.71195075,1172.623653,TRUE
3666677,22.8,0.163696721,10.35388121,37273.97235,15399087,6,0.270634426,471.4081184,FALSE
3730802,24.5,0.074823838,7.035079264,25326.28535,17480564,6,0.24992224,304.3791332,FALSE
3092146,24.4,0.078350176,4.543054195,16354.9951,63164000,8,0.398751214,641.1295905,FALSE
3471585,26.6,0.02844723,23.69987137,85319.53695,69715352,7,0.3471996,241.9354715,FALSE
3610358,18.9,0.986370281,34.71873679,124987.4525,56825760,0,0.687215532,892.9794953,FALSE
3666785,22.3,0.206081961,12.98022659,46728.81572,25918202,3,0.25973232,460.1894558,FALSE
2355046,19.5,0.748238376,7.54190726,27150.86614,71767928,0,0.271942042,505.7646521,FALSE
2444193,18.2,1.361570015,18.15380738,65353.70655,37159120,0,0.194544376,403.8733332,TRUE
3072196,24.5,0.074823838,11.28681471,40632.53297,39248196,6,0.057337006,359.3413129,FALSE
3514891,22.1,0.225964377,23.72220568,85399.94046,52415584,1,0.244817999,302.609484,FALSE
3765702,25.3,0.051765448,11.64611137,41926.00094,44981772,6,0.155414041,318.7788104,FALSE
2003362,18.3,1.30028927,11.64710673,41929.58423,70112592,1,0.468567733,359.5337848,TRUE
3358223,22.7,0.171411509,10.35324209,37271.67153,31336330,6,0.377101537,307.9393203,FALSE
3634389,19.9,0.622357573,23.38412318,84182.84343,69361968,1,0.407681907,657.6279044,FALSE
2221980,19,0.941976306,12.13803165,43696.91395,53015068,0,0.400704962,567.4732567,TRUE
3431599,20,0.594346868,21.5761474,77674.13063,36613344,5,0.640099449,1194.633584,FALSE
3736387,21,0.375007522,16.50157935,59405.68565,28088220,2,0.275789806,332.2792222,FALSE
2152978,19.6,0.714562102,13.12160832,47237.78994,54038588,0,0.236580304,457.5494078,TRUE
3373683,19.4,0.783501764,7.952404402,28628.65585,40350200,1,0.12904386,399.2937582,TRUE
3565394,29.7,0.006824015,19.12628617,68854.6302,70129456,7,0.202206665,444.5084775,FALSE
3749346,23.5,0.118587791,6.772455512,24380.83984,26178680,3,0.114046041,429.4155004,FALSE
2489486,19.4,0.783501764,7.952404476,28628.65611,40350200,1,0.129015347,399.2903412,TRUE
3695735,21.6,0.284472297,8.976896282,32316.82662,60527156,2,0.069501694,579.8632399,FALSE
3092345,18.3,1.30028927,19.30014962,69480.53863,59412452,0,0.675886922,2129.086675,FALSE
3529600,23.4,0.124176661,11.15252559,40149.09213,58746584,6,0.190053016,508.4253391,FALSE
3573154,20.2,0.542050786,7.775284323,27991.02356,56671204,0,0.15829944,492.9363779,FALSE
3710226,26,0.037500752,8.454837553,30437.41519,25237628,6,0.284718079,568.5633069,FALSE
3739251,19.1,0.899580388,4.554434942,16395.96579,64140008,0,0.242855735,807.6309368,FALSE
2033342,17.9,1.563291544,24.07402918,86666.50506,65922180,0,0.417926239,222.4520906,TRUE
2397847,18.8,1.032856481,16.1934694,58296.48985,40229988,0,0.448489079,602.7751558,FALSE
3455137,20,0.594346868,11.31412764,40730.8595,44395812,2,0.282031093,279.7977289,TRUE
3102683,22.1,0.225964377,12.11192691,43602.93687,55947568,1,0.556733701,368.8821183,TRUE
2207970,18.1,1.425738833,2.429415061,8745.894221,52853080,0,0.524053287,1569.560467,FALSE
2259221,19.2,0.859092601,25.5086959,91831.30524,32755016,0,0.833101194,421.5434596,FALSE
3400310,23.6,0.113250461,24.87798356,89560.74083,71482464,1,0.341072216,289.9129115,FALSE
3439813,19.2,0.859092601,21.15881627,76171.73857,68850944,0,0.378963254,602.6677577,FALSE
3644343,17.9,1.563291544,33.92843828,122142.3778,39078284,1,0.502936668,692.7424118,FALSE
2476904,19.2,0.859092601,21.15876284,76171.54623,68850736,0,0.379017074,602.6053325,FALSE
3769883,22.2,0.215794305,19.41326482,69887.75337,68897200,7,0.555383403,281.7461153,FALSE
2496327,17.9,1.563291544,33.9284383,122142.3779,39078284,1,0.502936668,692.7424118,FALSE
2267223,18.1,1.425738833,24.30225996,87488.13584,55711696,0,0.900973153,913.6562707,FALSE
3670292,19.9,0.622357573,16.13668117,58092.05221,43169132,2,0.329793355,539.0984071,FALSE
3732504,22.5,0.187948982,7.480711704,26930.56213,68938208,5,0.194890187,431.5487211,FALSE
3744790,21.3,0.326617897,23.58895686,84920.24469,43545180,3,0.471077406,220.4649165,TRUE
2443103,18,1.492931834,11.52544958,41491.61848,16186273,0,0.192184672,384.5473792,TRUE
3367904,23.4,0.124176661,10.44659924,37607.75726,1298905.875,2,0.386794963,288.8841352,FALSE
3548666,27.6,0.017948989,6.631819686,23874.55087,41985840,6,0.233962858,389.1378168,FALSE
3560922,20,0.594346868,12.94382846,46597.78247,35395452,1,0.512098201,605.0752799,FALSE
3723951,20.5,0.472106499,32.34999063,116459.9663,55525012,4,0.671147561,801.1092816,TRUE
3741556,21.3,0.326617897,11.26916468,40568.99286,26756424,5,0.452320725,811.7435268,TRUE
2424965,18.8,1.032856481,31.39153504,113009.5261,62973468,1,0.487017532,267.5057899,FALSE
3008376,20.6,0.450858206,3.696657853,13307.96827,40152700,1,0.372097379,1021.42012,FALSE
3555410,20.7,0.430566244,20.02348492,72084.5457,26938286,1,0.517062667,424.468724,FALSE
3699893,26.9,0.024776501,2.683853974,9661.874305,17471656,4,0.071499135,384.2254883,FALSE
3174193,18.7,1.081533507,40.16551123,144595.8404,60259216,0,0.830216717,956.8553512,FALSE
3402642,25.7,0.043056624,9.010488107,32437.75719,24198584,0,0.176631872,485.4982356,FALSE
3552578,23.5,0.118587791,6.368218127,22925.58526,26466610,4,0.235353736,390.8806389,FALSE
3742127,19.7,0.682401509,28.12697001,101257.092,47811536,5,0.743861354,1450.266196,FALSE
2483563,18.8,1.032856481,40.16550039,144595.8014,60259164,0,0.830129002,957.0846065,FALSE
2162422,20.6,0.450858206,17.03071425,61310.57131,5193227,0,0.531135063,484.5624673,TRUE
3147579,23.6,0.113250461,13.37163703,48137.8933,49181324,6,0.119689028,322.4636874,FALSE
3297366,21.5,0.297879063,16.78970428,60442.9354,63561092,0,0.416189586,403.4481945,FALSE
2481127,21.5,0.297879063,16.78970245,60442.92881,63561064,1,0.416119575,403.3949353,FALSE
3613391,24.8,0.065168838,8.974451416,32308.0251,29181276,4,0.155187708,442.2169577,FALSE
2204131,19.9,0.622357573,23.40663052,84263.86986,19376870,0,0.632373069,448.3463058,FALSE
3514891,22.1,0.225964377,19.53134604,70312.84575,50899832,1,0.244817999,302.609484,FALSE
3714553,20.4,0.494356193,11.66650637,41999.42292,54915028,1,0.190561164,460.3797383,TRUE
3716433,21.2,0.342010925,9.772334952,35180.40583,53934032,2,0.188407739,345.7861911,FALSE
3728860,22.9,0.156329154,21.96604402,79077.75848,62555340,5,0.376759314,557.1818101,FALSE
2041429,20.6,0.450858206,17.82239398,64160.61831,9380801,0,0.555291982,734.0538781,TRUE
2277810,21.8,0.259441818,9.108857681,32791.88765,44981060,1,0.377535298,365.992924,FALSE
2401954,18.8,1.032856481,11.77424794,42387.29257,56441720,1,0.286890658,274.3613583,TRUE
3092296,24.3,0.082042707,11.19234352,40292.43667,32090024,7,0.168225209,368.9242921,FALSE
3749034,25,0.059434687,6.296119131,22666.02887,7555205,5,0.146370382,332.4016214,FALSE
2280491,19,0.941976306,17.80588113,64101.17207,9538428,0,0.483871293,424.0790231,FALSE
3714452,20.6,0.450858206,23.76774875,85563.89551,26749868,3,0.620525213,291.679843,TRUE
2318050,18.7,1.081533507,4.952970789,17830.69484,69442016,0,0.339208342,973.6486041,FALSE
3346460,21.4,0.311917671,14.43852096,51978.67546,55876996,1,0.441952598,463.0102186,TRUE
3429818,23.3,0.130028927,8.780697047,31610.50937,36420424,5,0.310489221,401.9251575,FALSE
2136818,18.9,0.986370281,14.8303269,53389.17685,28906368,0,0.346291235,331.5974829,FALSE
2390522,20.6,0.450858206,12.42774975,44739.89909,20916226,0,0.352624711,471.7363955,FALSE
3120863,26.3,0.03266179,18.00810222,64829.16799,52719728,7,0.375131437,246.0752871,FALSE
3741442,28.7,0.010815335,10.89735211,39230.46758,22324196,6,0.326351758,599.9376272,FALSE
2433953,20.8,0.411187571,11.91230567,42884.3004,26335462,0,0.200847466,407.7957837,TRUE
2461353,20.8,0.411187571,16.17399574,58226.38465,30691200,0,0.300926918,370.8926018,FALSE
3367126,20,0.594346868,13.81495661,49733.8438,33047286,0,0.359676964,596.2698859,FALSE
3461189,18.3,1.30028927,21.94504777,79002.17198,28635060,0,0.702387309,1595.75102,TRUE
3551168,28.2,0.0136157,1.696036734,6105.732243,12866110,4,0.027140619,378.0259353,FALSE
3712623,20.1,0.567596853,28.30126915,101884.5689,65317764,3,0.522458019,473.5005168,FALSE
2489453,20,0.594346868,13.81495655,49733.84358,33047286,0,0.359596943,596.2551507,FALSE
3102762,24.1,0.089958039,11.00604019,39621.74467,50632012,0,0.012961256,361.1807278,FALSE
3768613,22.5,0.187948982,15.76937557,56769.75207,72734736,5,0.357775186,307.2309019,FALSE
2052381,20,0.594346868,6.512148568,23443.73484,71047256,0,0.144095765,527.8860186,FALSE
3283835,20.4,0.494356193,10.20313158,36731.2737,12809288,0,0.483442943,251.2562062,FALSE
3550466,25.6,0.045085821,4.80017647,17280.63529,8955735,6,0.154009184,424.1011496,FALSE
3776033,21.51,0.296510433,13.8133903,49728.20508,41845276,5,0.491571706,1280.858166,FALSE
2469737,20.4,0.494356193,10.20313012,36731.26842,12809289,0,0.483344487,251.3000151,FALSE
3610527,20.3,0.517654482,11.28687705,40632.75739,33903420,2,0.464653393,649.4510541,TRUE
3739152,20.8,0.411187571,28.95600839,104241.6302,52117492,6,0.640682396,701.1802847,FALSE
3742058,20.6,0.450858206,8.651590667,31145.7264,27575540,4,0.369062788,529.4315844,FALSE
2053409,18.7,1.081533507,14.28368254,51421.25713,28807414,0,0.627974395,1112.633591,FALSE
2215442,18.5,1.185877909,18.8508513,67863.06467,33022334,0,0.274232155,318.9748956,FALSE
3312033,21.2,0.342010925,16.33617524,58810.23088,37646284,0,0.122430007,454.5876817,FALSE
3672904,20.5,0.472106499,7.989587028,28762.5133,50523108,2,0.35118868,660.0467463,FALSE
3735995,27.2,0.021579431,8.15649753,29363.39111,72657440,5,0.25406047,485.8850615,FALSE
2469929,21,0.375007522,16.33618898,58810.28032,37646276,0,0.12243869,454.5672487,FALSE
3031184,18.8,1.032856481,38.40376815,138253.5653,74313760,0,0.765481083,1208.832742,TRUE
3605335,21,0.375007522,10.87652213,39155.47965,33491848,0,0.337956573,416.656571,FALSE
3661368,21.1,0.358129403,25.77439426,92787.81934,6954526,5,0.819251879,1577.204947,TRUE
3726020,20.5,0.472106499,10.41282738,37486.17859,13515868,5,0.560513438,1378.759923,FALSE
3748472,26.9,0.024776501,9.994683899,35980.86204,27843766,7,0.165903217,366.457019,FALSE
2373503,20,0.594346868,6.762149439,24343.73798,69102648,0,0.280890441,618.79231,FALSE
3685273,26.8,0.025944182,20.45613575,73642.08868,53104716,3,0.374996242,549.25758,FALSE
3283679,21.2,0.342010925,22.45388967,80834.00282,51863844,1,0.496380198,256.1127812,FALSE
3508112,21.7,0.271668934,4.420739317,15914.66154,38523372,0,0.269988094,475.9606817,TRUE
3773593,25.579,0.045523954,7.928890614,28544.00621,21310594,6,0.158418997,349.7338809,FALSE
3384030,23.8,0.103285648,6.289760801,22643.13888,23756480,6,0.186324896,574.4417176,FALSE
3432642,20.7,0.430566244,18.89432695,68019.57703,47355656,1,0.681326089,269.9744035,FALSE
3461173,18,1.492931834,7.265246092,26154.88593,28027668,0,0.470123891,1191.077472,FALSE
3645649,24.7,0.068240151,8.115731138,29216.6321,12311839,3,0.203051046,388.8479514,FALSE
3684006,23.8,0.103285648,24.52374455,88285.48036,71128488,6,0.341249037,467.8453547,FALSE
2481984,18,1.492931834,7.265250342,26154.90123,28027656,0,0.470046141,1191.06323,FALSE
2429736,20.3,0.517654482,14.23538375,51247.38151,59854608,0,0.415609943,389.7158914,FALSE
3607400,18.7,1.081533507,10.657203,38365.93081,54951616,0,0.595421908,1917.824571,FALSE
3690061,25,0.059434687,11.41550538,41095.81936,32271954,7,0.202368058,328.1852142,FALSE
3635077,23,0.149293183,5.493440713,19776.38657,9547403,5,0.234081632,476.8660079,FALSE
3685269,22.2,0.215794305,0.873948344,3146.214039,73575536,0,0.402195519,1099.233023,FALSE
3666628,20.2,0.542050786,24.78308388,89219.10198,57899388,4,0.566999523,930.9232549,FALSE
3710020,22.6,0.179489885,13.74252349,49473.08458,54237316,2,0.384462679,387.7445913,FALSE
3719227,26.2,0.034201093,8.101973199,29167.10352,24106666,4,0.122825956,348.5901575,FALSE
3729840,21.5,0.297879063,3.796655783,13667.96082,58388412,4,0.138091653,631.1353176,FALSE
3767934,24.9,0.062235757,10.42214982,37519.73936,34727152,6,0.11544361,346.1684205,FALSE
3062448,20.2,0.542050786,14.11779808,50824.0731,44347540,6,0.526239973,1440.639341,FALSE
3704267,25.6,0.045085821,10.65758757,38367.31525,37168724,6,0.296956867,599.7417817,FALSE
3752574,27.1,0.022596438,8.074475349,29068.11125,33781084,5,0.142641786,316.5711131,FALSE
2065679,19.4,0.783501764,5.970251637,21492.90589,22513096,0,0.264792381,319.7352391,TRUE
3279740,20.8,0.411187571,28.43142689,102353.1368,62157284,6,0.575141898,381.6838105,TRUE
3458581,17.5,1.879489824,24.52990141,88307.64507,47891332,2,0.592562437,1609.813928,FALSE
3550075,27.6,0.017948989,15.22961114,54826.60011,8725992,5,0.681140267,1701.719434,FALSE
3735678,23.3,0.130028927,16.71907126,60188.65655,37893864,6,0.330027217,276.1376932,FALSE
3346470,21.8,0.259441818,4.386855641,15792.68031,47091452,0,0.432484857,1220.802491,FALSE
3774566,24.771,0.066045005,14.09411199,50738.80318,28055342,6,0.289846686,481.0955601,FALSE
2363505,18.1,1.425738833,21.65529733,77959.07039,61794696,0,0.336776029,252.2466273,TRUE
3393169,20,0.594346868,25.58073894,92090.66017,58971864,1,0.364724087,448.0535448,TRUE
3599867,22.8,0.163696721,7.13772866,25695.82318,36623348,3,0.224237815,342.8202931,FALSE
3761196,21.2,0.342010925,12.09930917,43557.51301,36304420,2,0.175757625,384.7515151,FALSE
3763275,25.9,0.039268108,12.91011468,46476.41285,15652061,6,0.324899691,384.3517676,FALSE
2003362,18.3,1.30028927,11.24163261,40469.87739,66573808,1,0.468567733,359.5337848,TRUE
2451157,21,0.375007522,4.778850099,17203.86036,47889728,0,0.279635655,531.8808787,TRUE
3263449,21.2,0.342010925,13.2562339,47722.44202,36596396,0,0.410362879,241.8237015,TRUE
3733300,22.7,0.171411509,18.39653068,66227.51046,47980812,7,0.422594519,217.6704971,FALSE
3551168,28.2,0.0136157,3.900040382,14040.14538,14132161,4,0.027140619,378.0259353,FALSE
3579081,20.1,0.567596853,6.275831773,22592.99438,21298808,0,0.549239832,1365.014522,FALSE
3655869,27.5,0.018794898,9.021500345,32477.40124,59549200,6,0.258735252,388.3742668,FALSE
